event_id,item,total,note
22624,"Foam cups, food packs & trays",1,
22624,"Plastic housewares, tablewares, house fittings",1,
22624,Cigarette lighters,1,
22624,"Lids & tops, pump spray, flow restrictor & similar",1,
22624,Metal scrap & remnants,1,
22624,"Packaging accessories (seals, reels, spools, handles)",1,1 x plastic label
22624,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and vege bag
22624,Fluorescent light tubes and bulbs,1,
22623,Cigarette butts & filters,16,
22623,Plastic bits & pieces hard & solid,13,
22623,"Miscellaneous paper, labels & tickets",11,11 x paper remnants
22623,"Plastic film remnants (bits of plastic bag, wrap etc)",8,
22623,Foam insulation & packaging (whole and remnants),7,
22623,"Plastic packaging food (wrap, packets, containers)",6,"4 x confectionery, 1 x Seven Eleven straw wrapper, 1 x other food package"
22623,Aluminium cans,2,"1 x Coke, 1 x Red Bull"
22623,"Foil wrappers, packets, bladders & alfoil",2,
22623,Plastic wrap non food (bubble wrap etc),1,
22623,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and vege bag
22623,Metal motor vehicle parts & batteries,1,1 x number plate National Heavy Vehicle XV78GV
22623,"Straws, confection sticks, cups, plates & cutlery",1,1 x McDonalds straw
22623,"Packaging accessories (seals, reels, spools, handles)",1,1 x plastic label
22623,Pollution Rating,0,2 x plastic resin pellets removed from trap
22621,Cigarette butts & filters,11,
22621,"Miscellaneous paper, labels & tickets",8,8 x paper remnants
22621,Plastic bits & pieces hard & solid,7,
22621,"Plastic packaging food (wrap, packets, containers)",5,"2 x confectionery, 3 x takeaway"
22621,"Lids & tops, pump spray, flow restrictor & similar",3,
22621,"Plastic bags supermarket, garbage, dog poo, ice",3,"2 x ziplock bags, 1 x fruit and vege bag"
22621,"Plastic drink bottles (water, juice, milk, soft drink)",2,1 x Coke
22621,"Building & trades materials, fixings & fittings",2,2 x sandpaper
22621,Paper & cardboard packaging,2,"1 x cardboard package, 1 x takeaway package"
22621,"Plastic film remnants (bits of plastic bag, wrap etc)",1,
22621,Cable ties & plastic fasteners,1,
22621,Aluminium cans,1,1 x Solo
22621,Paper & cardboard packaging,1,1 x chewing gum wrapper
22621,Plastic wrap non food (bubble wrap etc),1,1 x plastic label
22620,Plastic wrap non food (bubble wrap etc),17,12 x plastic cigarette pack wrap
22620,"Plastic packaging food (wrap, packets, containers)",11,"6 x confectionery, 1 x Gong Cha Bubble Tea, 2 x Seven Eleven coffee cup lids, 2 x straw wrappers"
22620,"Plastic drink bottles (water, juice, milk, soft drink)",4,"1 x North Brook waterbottle, 1 x Zamzam 4 Life Water bottle"
22620,Foam insulation & packaging (whole and remnants),2,
22620,"Miscellaneous paper, labels & tickets",2,2 x paper receipts
22620,"Newspaper, magazines & brochures",2,
22620,Paper & cardboard packaging,2,"1 x cardboard package, 1 x McDonalds"
22620,Aluminium cans,2,"1 x Carlton beer, 1 x Sprite"
22620,"Plastic film remnants (bits of plastic bag, wrap etc)",2,
22620,Plastic bits & pieces hard & solid,2,
22620,Occupational health & safety items,1,
22620,"Cloth, clothing, hats & towels",1,
22619,Foam insulation & packaging (whole and remnants),8,
22619,Paper & cardboard packaging,7,"1 x cardboard package, 1 x McDonalds, 1 x Nandos, 4 x takeaway"
22619,"Plastic film remnants (bits of plastic bag, wrap etc)",4,
22619,"Miscellaneous paper, labels & tickets",4,4 x paper remnants
22619,"Plastic packaging food (wrap, packets, containers)",3,"2 x confectionery, 1 x other food package"
22619,"Plastic bags supermarket, garbage, dog poo, ice",2,"1 x Coles ziplock bag, 1 x Coles shopping bag"
22619,Aluminium cans,2,"1 x Red Bull, 1 x Nelson Country"
22619,Cigarette butts & filters,2,
22619,Plastic wrap non food (bubble wrap etc),2,
22619,"Tape adhesive, electrical, duct, hazard marker & rolls",2,
22619,"Building & trades materials, fixings & fittings",2,
22619,Plastic bits & pieces hard & solid,1,
22619,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
22619,"Lids & tops, pump spray, flow restrictor & similar",1,
22619,Remnants burnt plastic,1,
22618,Cigarette butts & filters,10,
22618,"Plastic packaging food (wrap, packets, containers)",10,"9 x confectionery, 1 x takeaway plastic coffee cup"
22618,"Miscellaneous paper, labels & tickets",8,8 x paper remnants
22618,Plastic wrap non food (bubble wrap etc),7,7 x plastic cigarette pack wrap
22618,Foam insulation & packaging (whole and remnants),3,
22618,"Plastic film remnants (bits of plastic bag, wrap etc)",3,
22618,"Straws, confection sticks, cups, plates & cutlery",2,"1 x straw, 1 x lollipop stick"
22618,"Toys, party poppers, ribbons, clips & similar",2,1 x confetti/glitter
22618,"Packaging accessories (seals, reels, spools, handles)",2,2 x plastic labels
22618,Paper & cardboard packaging,2,"1 x cardboard package, 1 x McDonalds"
22618,Paper & cardboard packaging,1,1 x chewing gum wrapper
22618,Aluminium cans,1,1 x Pakota
22618,"Cloth, clothing, hats & towels",1,
22618,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
22618,"Plastic gardening items, implements & fittings",1,
22618,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Mount Franklin waterbottle
22618,"Personal effects (wallets, money, keys, jewellery)",1,
22617,"Packaging accessories (seals, reels, spools, handles)",20,20 x plastic label backings
22617,"Plastic film remnants (bits of plastic bag, wrap etc)",12,
22617,"Miscellaneous paper, labels & tickets",8,"3 x paper receipts, 1 x paper remnant, 4 x miscellaneous paper"
22617,"Tape adhesive, electrical, duct, hazard marker & rolls",8,
22617,"Plastic packaging food (wrap, packets, containers)",5,"3 x confectionery, 1 x Seven Eleven coffee cup lid, 1 x other food package"
22617,Cigarette butts & filters,4,
22617,Plastic wrap non food (bubble wrap etc),3,3 x plastic cigarette pack wrap
22617,"Plastic bags supermarket, garbage, dog poo, ice",3,"1 x white shopping bag, 2 x other plastic bags"
22617,Foam insulation & packaging (whole and remnants),3,
22617,"Plastic drink bottles (water, juice, milk, soft drink)",2,"1 x Frantelle waterbottle, 1 x North Brook waterbottle"
22617,Paper & cardboard packaging,2,2 x takeaway
22617,Occupational health & safety items,2,
22617,Paper & cardboard packaging,1,1 x chewing gum wrapper
22617,"Toys, party poppers, ribbons, clips & similar",1,1 x confetti/glitter
22617,"Straws, confection sticks, cups, plates & cutlery",1,1 x cutlery
22616,Plastic bits & pieces hard & solid,18,
22616,Foam insulation & packaging (whole and remnants),18,
22616,"Plastic packaging food (wrap, packets, containers)",13,"9 x confectionery, 2 x other food package, 2 x Yakult"
22616,Plastic wrap non food (bubble wrap etc),9,9 x plastic cigarette pack wrap
22616,Cigarette butts & filters,8,
22616,"Plastic film remnants (bits of plastic bag, wrap etc)",5,
22616,"Straws, confection sticks, cups, plates & cutlery",3,"2 x straws, 1 x lollipop stick"
22616,Aluminium cans,3,3 x V Energy
22616,"Miscellaneous paper, labels & tickets",3,"1 x paper receipt, 1 x paper remnant, 1 x miscellaneous paper"
22616,"Foil wrappers, packets, bladders & alfoil",2,
22616,Cable ties & plastic fasteners,1,
22616,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
22616,Paper & cardboard packaging,1,1 x McDonalds
22616,"Metal bottle caps, lids & pull tabs",1,
22616,Strapping band scraps,1,
22616,"Cloth, clothing, hats & towels",1,
22615,Plastic wrap non food (bubble wrap etc),5,5 x plastic cigarette pack wrap
22615,Paper & cardboard packaging,2,"1 x McDonalds, 1 x takeaway"
22615,Cigarette butts & filters,2,
22615,"Plastic packaging food (wrap, packets, containers)",1,1 x other food package
22615,"Toys, party poppers, ribbons, clips & similar",1,1 x confetti/glitter
22615,"Newspaper, magazines & brochures",1,
22614,Plastic wrap non food (bubble wrap etc),4,3 x plastic cigarette pack wrap
22614,"Toys, party poppers, ribbons, clips & similar",3,1 x confetti/glitter
22614,"Foil wrappers, packets, bladders & alfoil",2,
22614,"Miscellaneous paper, labels & tickets",2,2 x paper receipts
22614,Paper & cardboard packaging,2,"1 x McDonalds, 1 x takeaway"
22614,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
22614,"Straws, confection sticks, cups, plates & cutlery",1,1 x Hungry Jacks straw
22613,Cigarette butts & filters,36,
22613,Plastic bits & pieces hard & solid,25,
22613,"Plastic packaging food (wrap, packets, containers)",15,"12 x confectionery, 2 x coffee cup lids, 1 x takeaway"
22613,"Foil wrappers, packets, bladders & alfoil",13,
22613,"Miscellaneous paper, labels & tickets",10,10 x paper remnants
22613,Plastic wrap non food (bubble wrap etc),9,9 x plastic cigarette pack wrap
22613,Glass or ceramic broken,7,
22613,"Rubber balloons, balls & toys, elastic straps & bands",6,6 x rubber bands
22613,Aluminium cans,5,"2 x Coke, 1 x V Energy, 1 x Woodstock Bourbon, 1 x UDL "
22613,"Plastic film remnants (bits of plastic bag, wrap etc)",5,
22613,"Lids & tops, pump spray, flow restrictor & similar",3,
22613,Fishing net over 1 metre in metres,2,
22613,"Straws, confection sticks, cups, plates & cutlery",1,1 x straw
22613,"Plastic housewares, tablewares, house fittings",1,
22613,"Plastic electrical cable, connectors & fittings",1,
22613,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x other plastic bag
22613,Paper & cardboard packaging,1,1 x paper coffee cup
22613,Metal scrap & remnants,1,
22613,"Metal building & trades materials, fixings & fittings",1,
22613,"Metal bottle caps, lids & pull tabs",1,
22612,Cigarette butts & filters,53,
22612,Plastic wrap non food (bubble wrap etc),5,5 x plastic cigarette pack wrap
22612,Plastic bits & pieces hard & solid,4,
22612,"Foil wrappers, packets, bladders & alfoil",3,
22612,"Plastic packaging food (wrap, packets, containers)",3,"2 x confectionery, 1 x takeaway"
22612,"Miscellaneous paper, labels & tickets",2,2 x paper receipt
22612,"Straws, confection sticks, cups, plates & cutlery",2,"1 x Hungry Jacks straw, 1 x McDonalds straw"
22612,"Lids & tops, pump spray, flow restrictor & similar",2,
22612,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
22612,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
22612,Paper & cardboard packaging,1,1 x cardboard package
22612,"Processed timber, pallets & other wood",1,
22611,Cigarette butts & filters,101,
22611,Plastic wrap non food (bubble wrap etc),44,44 x plastic cigarette pack wrap
22611,"Plastic packaging food (wrap, packets, containers)",36,"32 x confectionery, 2 x Mentos, 2 x straw wrappers"
22611,"Foil wrappers, packets, bladders & alfoil",33,
22611,"Plastic film remnants (bits of plastic bag, wrap etc)",32,
22611,"Miscellaneous paper, labels & tickets",15,"2 x paper receipts, 9 x paper remnants, 4 x miscellaneous paper"
22611,Plastic bits & pieces hard & solid,14,
22611,Foam insulation & packaging (whole and remnants),13,
22611,"Foam cups, food packs & trays",7,
22611,"Plastic packaging food (wrap, packets, containers)",4,"1 x Mount Franklin waterbottle label, 1 x Coburg company beer keg lid, 2 x other food package"
22611,Aluminium cans,3,"1 x Red Bull, 1 x Furphy, 1 x Sailor Jerry"
22611,"Straws, confection sticks, cups, plates & cutlery",3,"1 x cutlery, 1 x straw, 1 x lollipop stick"
22611,Paper & cardboard packaging,3,"2 x cardboard package, 1 x takeaway package"
22611,"Personal effects (wallets, money, keys, jewellery)",2,
22611,"Lids & tops, pump spray, flow restrictor & similar",2,
22611,"Building & trades materials, fixings & fittings",2,
22611,Occupational health & safety items,1,
22611,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x Coles ziplock bag
22611,Metal tools,1,
22611,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Aqua to Go waterbottle from Officeworks
22611,Metal scrap & remnants,1,
22611,"Cloth, clothing, hats & towels",1,
22611,"Binding, thread, string & cord (natural fibre)",1,
22611,Recreation & outdoor equipment,1,
22611,Food scraps,1,
22611,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
22611,Metal motor vehicle parts & batteries,1,
22611,Rubber remnants,1,
22610,Cigarette butts & filters,29,
22610,"Miscellaneous paper, labels & tickets",22,"1 x business card, 6 x paper receipts, 12 x paper remnants, 3 x miscellaneous paper"
22610,Plastic wrap non food (bubble wrap etc),15,14 x plastic cigarette pack wrap
22610,"Plastic film remnants (bits of plastic bag, wrap etc)",11,
22610,"Plastic packaging food (wrap, packets, containers)",6,"5 x confectionery, 1 x other food package"
22610,Paper & cardboard packaging,4,"2 x cardboard package, 2 x takeaway"
22610,"Sanitary (tissues, nappies, condoms, cotton buds)",3,
22610,Paper & cardboard packaging,3,3 x chewing gum wrapper
22610,Foam insulation & packaging (whole and remnants),3,
22610,"Foil wrappers, packets, bladders & alfoil",2,
22610,"Lids & tops, pump spray, flow restrictor & similar",2,
22610,"Toys, party poppers, ribbons, clips & similar",2,1 x confetti/glitter
22610,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Coke
22610,Plastic first aid materials & equipment (band aids),1,
22610,Plastic bits & pieces hard & solid,1,
22610,"Packaging accessories (seals, reels, spools, handles)",1,
22610,"Plastic ceremonial & festive (wreaths, flowers)",1,
22610,Food scraps,1,
22609,Cigarette butts & filters,378,
22609,"Miscellaneous paper, labels & tickets",59,"2 x business cards, 57 x paper remnants"
22609,Plastic bits & pieces hard & solid,43,
22609,"Plastic film remnants (bits of plastic bag, wrap etc)",34,
22609,Plastic wrap non food (bubble wrap etc),29,29 x plastic cigarette pack wrap
22609,"Plastic packaging food (wrap, packets, containers)",20,"16 x confectionery, 2 x Mentos, 1 x takeaway, 1 x coffee cup lid"
22609,"Foil wrappers, packets, bladders & alfoil",17,
22609,"Toys, party poppers, ribbons, clips & similar",11,10 x confetti/glitter
22609,"Lids & tops, pump spray, flow restrictor & similar",8,
22609,"Straws, confection sticks, cups, plates & cutlery",8,"2 x plastic cup, 3 x cutlery, 3 x straws"
22609,Food scraps,8,
22609,"Rubber balloons, balls & toys, elastic straps & bands",7,"1 x balloon, 6 x rubber bands"
22609,"Toothbrushes, brushes & combs, hair ties etc",2,
22609,"Tape adhesive, electrical, duct, hazard marker & rolls",2,
22609,Cable ties & plastic fasteners,2,
22609,Foam insulation & packaging (whole and remnants),2,
22609,Cigarette lighters,1,
22609,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Woolworths waterbottle
22609,Aluminium cans,1,1 x Deeds Brewery
22609,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and vege bag
22609,"Cloth, clothing, hats & towels",1,
22609,Paper & cardboard packaging,1,1 x paper coffee cup
22609,"Personal effects (wallets, money, keys, jewellery)",1,
22609,Pollution Rating,0,6 x plastic resin pellets removed from trap
22608,Cigarette butts & filters,23,
22608,Plastic wrap non food (bubble wrap etc),13,10 x plastic cigarette pack wrap
22608,"Plastic film remnants (bits of plastic bag, wrap etc)",12,
22608,"Miscellaneous paper, labels & tickets",8,8 x paper remnants
22608,Foam insulation & packaging (whole and remnants),6,
22608,"Plastic packaging food (wrap, packets, containers)",6,6 x confectionery
22608,"Packaging accessories (seals, reels, spools, handles)",1,
22608,"Lids & tops, pump spray, flow restrictor & similar",1,
22608,Food scraps,1,
22608,"Cloth, clothing, hats & towels",1,
22608,"Wooden confection sticks, pencils, matches etc",1,
22608,"Toys, party poppers, ribbons, clips & similar",1,1 x confetti/glitter
22608,"Tape adhesive, electrical, duct, hazard marker & rolls",1,
22608,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
22608,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x rubber band
22608,Plastic bits & pieces hard & solid,1,
22607,Cigarette butts & filters,240,
22607,Plastic wrap non food (bubble wrap etc),36,25 x plastic cigarette pack wrap
22607,"Plastic packaging food (wrap, packets, containers)",30,30 x confectionery
22607,"Straws, confection sticks, cups, plates & cutlery",10,"1 x cutlery, 1 x McDonalds, 3 x straws, 1 x lollipop stick, 4 x plastic toothpicks"
22607,Plastic bits & pieces hard & solid,9,
22607,"Miscellaneous paper, labels & tickets",9,9 x paper remnants
22607,"Foil wrappers, packets, bladders & alfoil",7,
22607,"Plastic film remnants (bits of plastic bag, wrap etc)",6,6 x soft film plastic hole punch
22607,"Toys, party poppers, ribbons, clips & similar",4,4 x confetti/glitter
22607,"Sanitary (tissues, nappies, condoms, cotton buds)",4,1 x cotton bud stick
